1117,Marilyn Manson,http://188.138.17.52:8000/Marilyn_Manson-hi|user-agent=winplaypcradio405,1001
1118,Mazzy Star,http://188.138.17.52:8000/Mazzy_Star-hi|user-agent=winplaypcradio405,1001
1119,Metallica,http://188.138.17.52:8000/Metallica-hi|user-agent=winplaypcradio405,1001
1120,Michael Jackson,http://188.138.17.52:8000/Michael_Jackson-hi|user-agent=winplaypcradio405,1001
1121,Mika,http://188.138.17.52:8000/Mika-hi|user-agent=winplaypcradio405,1001
1122,Moby,http://188.138.17.52:8000/Moby-hi|user-agent=winplaypcradio405,1001
1123,Modern Talking,http://188.138.17.52:8000/Modern_Talking-hi|user-agent=winplaypcradio405,1001
1124,Mr. Credo,http://188.138.17.52:8000/mr_CREDO-hi|user-agent=winplaypcradio405,1001
1125,Mylene Farmer,http://188.138.17.52:8000/Mylene_Farmer-hi|user-agent=winplaypcradio405,1001
1126,Namie Amuro,http://188.138.17.52:8000/Namie_Amuro-hi|user-agent=winplaypcradio405,1001
1127,Nazareth,http://188.138.17.52:8000/Nazareth-hi|user-agent=winplaypcradio405,1001
1128,Nek,http://188.138.17.52:8000/Nek-hi|user-agent=winplaypcradio405,1001
1129,Nelly Furtado,http://188.138.17.52:8000/Nelly_Furtado-hi|user-agent=winplaypcradio405,1001
1130,Nightwish,http://188.138.17.52:8000/Nightwish-hi|user-agent=winplaypcradio405,1001
1131,Nirvana,http://188.138.17.52:8000/Nirvana-hi|user-agent=winplaypcradio405,1001
1132,Omar Akram,http://188.138.17.52:8000/Omar-hi|user-agent=winplaypcradio405,1001
1133,One Direction,http://188.138.17.52:8000/One_Direction-hi|user-agent=winplaypcradio405,1001
1134,Origa,http://188.138.17.52:8000/Origa-hi|user-agent=winplaypcradio405,1001
1135,Paco de Lucia,http://188.138.17.52:8000/Paco_de_Lucia-hi|user-agent=winplaypcradio405,1001
1136,Pain,http://188.138.17.52:8000/Pain-hi|user-agent=winplaypcradio405,1001
1137,Pantera,http://188.138.17.52:8000/Pantera-hi|user-agent=winplaypcradio405,1001
1138,Patricia Kaas,http://188.138.17.52:8000/Patricia_Kaas-hi|user-agent=winplaypcradio405,1001
1139,Pendulum,http://188.138.17.52:8000/Pendulum-hi|user-agent=winplaypcradio405,1001
1140,Peng Li Yuan,http://188.138.17.52:8000/Peng_Li_Yuan-hi|user-agent=winplaypcradio405,1001
1141,Phil Collins,http://188.138.17.52:8000/phil_collins-hi|user-agent=winplaypcradio405,1001
1142,Pink Floyd,http://188.138.17.52:8000/Pink_Floyd-hi|user-agent=winplaypcradio405,1001
1143,Queen,http://188.138.17.52:8000/Queen-hi|user-agent=winplaypcradio405,1001
1144,R.E.M.,http://188.138.17.52:8000/R.E.M-hi|user-agent=winplaypcradio405,1001
1145,Rainbow,http://188.138.17.52:8000/Rainbow-hi|user-agent=winplaypcradio405,1001
1146,Rammstein 18+,http://188.138.17.52:8000/Rammstein-hi|user-agent=winplaypcradio405,1001
1147,Richard Clayderman,http://188.138.17.52:8000/Richard_Clayderman-hi|user-agent=winplaypcradio405,1001
1148,Rihanna,http://188.138.17.52:8000/Rihanna-hi|user-agent=winplaypcradio405,1001
1149,Robbie Williams,http://188.138.17.52:8000/Robbie_Williams-hi|user-agent=winplaypcradio405,1001
1150,Robert Miles,http://188.138.17.52:8000/Robert_Miles-hi|user-agent=winplaypcradio405,1001
1151,Robyn,http://188.138.17.52:8000/Robyn-hi|user-agent=winplaypcradio405,1001
1152,Roxette,http://188.138.17.52:8000/Roxette-hi|user-agent=winplaypcradio405,1001
1153,Sade,http://188.138.17.52:8000/Sade-hi|user-agent=winplaypcradio405,1001
1154,Sandra,http://188.138.17.52:8000/Sandra-hi|user-agent=winplaypcradio405,1001
1155,Sasaki Sayaka,http://188.38.17.52:8000/Sasaki_Sayaka-hi|user-agent=winplaypcradio405,1001
1156,Schiller,http://188.138.17.52:8000/Schiller-hi|user-agent=winplaypcradio405,1001
1157,Scooter,http://188.138.17.52:8000/Scooter-hi|user-agent=winplaypcradio405,1001
1158,Scorpions,http://188.138.17.52:8000/Scorpions-hi|user-agent=winplaypcradio405,1001
1159,Sepultura,http://188.138.17.52:8000/Sepultura-hi|user-agent=winplaypcradio405,1001
1160,Shakira,http://188.138.17.52:8000/Shakira-hi|user-agent=winplaypcradio405,1001
1161,Skrillex,http://188.138.17.52:8000/Skrillex-hi|user-agent=winplaypcradio405,1001
1162,Slipknot,http://188.138.17.52:8000/SlipKnot-hi|user-agent=winplaypcradio405,1001
1163,Soldier,http://188.138.17.52:8000/Soldier-hi|user-agent=winplaypcradio405,1001
1164,Soulfly,http://188.138.17.52:8000/Soulfly-hi|user-agent=winplaypcradio405,1001
1165,Spice Girls,http://188.138.17.52:8000/Spice_Girls-hi|user-agent=winplaypcradio405,1001
1166,Sugababes,http://188.138.17.52:8000/Sugababes-hi|user-agent=winplaypcradio405,1001
1167,System of a Down,http://188.138.17.52:8000/System_of_a_down-hi|user-agent=winplaypcradio405,1001
1168,Tarja Turunen,http://188.138.17.52:8000/Tarja_turunen-hi|user-agent=winplaypcradio405,1001
1169,The Beatles,http://188.38.17.52:8000/The_Beatles-hi|user-agent=winplaypcradio405,1001
1170,The Corrs,http://188.138.17.52:8000/The_Corrs-hi|user-agent=winplaypcradio405,1001
1171,The Gun Club,http://188.138.17.52:8000/The_Gun_Club-hi|user-agent=winplaypcradio405,1001
1172,The Notorious,http://188.138.17.52:8000/The_Notorious-hi|user-agent=winplaypcradio405,1001
1173,The Prodigy,http://188.138.17.52:8000/The_Prodigy-hi|user-agent=winplaypcradio405,1001
1174,Tiesto,http://188.138.17.52:8000/Tiesto-hi|user-agent=winplaypcradio405,1001
1175,Tom Waits,http://188.138.17.52:8000/Tom_Waits-hi|user-agent=winplaypcradio405,1001
1176,Tori Amos,http://188.138.17.52:8000/Tori_Amos-hi|user-agent=winplaypcradio405,1001
1177,Toto Cutugno (Тото Кутуньо),http://188.138.17.52:8000/Toto_Cutugno-hi|user-agent=winplaypcradio405,1001
1178,Ultimate spinach,http://188.138.17.52:8000/Ultimate-hi|user-agent=winplaypcradio405,1001
1179,Uma2rmaH (Уматурман),http://188.138.17.52:8000/Uma2rmaH-hi|user-agent=winplaypcradio405,1001
1180,Vanessa-Mae,http://188.138.17.52:8000/Vanessa_Mae-hi|user-agent=winplaypcradio405,1001
1181,Velvet Acid Christ,http://188.138.17.52:8000/Velvet_Acid_Christ-hi|user-agent=winplaypcradio405,1001
1182,Within Temptation,http://188.138.17.52:8000/Within_Temptation-hi|user-agent=winplaypcradio405,1001
1183,Yanni,http://188.138.17.52:8000/Yanni-hi|user-agent=winplaypcradio405,1001
1184,Yello,http://188.138.17.52:8000/Yello-hi|user-agent=winplaypcradio405,1001
1185,Yiruma,http://188.138.17.52:8000/Yurima-hi|user-agent=winplaypcradio405,1001
1186,Zdob si Zdub,http://188.138.17.52:8000/Zdob_si_Zdub-hi|user-agent=winplaypcradio405,1001
1187,Zutokine,http://188.138.17.52:8000/Zutokine-hi|user-agent=winplaypcradio405,1001
