1195,NHK World,http://b-nhkwtvglobal-i.akamaihd.net/hls/live/263941-b/nhkwtvglobal/index.m3u8,203,FALSE,1
1196,NHK G,http://cdn-usa1-streaming.ani-box.com:1935/live/gd01.stream/playlist.m3u8,203,FALSE,1
1197,NHK E,http://cdn-usa1-streaming.ani-box.com:1935/live/gd02.stream/playlist.m3u8,203,FALSE,1
1198,gd03,http://cdn-usa1-streaming.ani-box.com:1935/live/gd03.stream/playlist.m3u8,203,FALSE,1
1199,gd04,http://cdn-usa1-streaming.ani-box.com:1935/live/gd04.stream/playlist.m3u8,203,FALSE,1
1200,Fuji TV,http://cdn-usa1-streaming.ani-box.com:1935/live/gd05.stream/playlist.m3u8,203,FALSE,1
1201,TV Asahi,http://cdn-usa1-streaming.ani-box.com:1935/live/gd06.stream/playlist.m3u8,203,FALSE,1
1202,TV Tokyo,http://cdn-usa1-streaming.ani-box.com:1935/live/gd07.stream/playlist.m3u8,203,FALSE,1
1203,Tokyo MX,http://cdn-usa1-streaming.ani-box.com:1935/live/gd08.stream/playlist.m3u8,203,FALSE,1
1204,NHK-BS1,http://cdn-usa1-streaming.ani-box.com:1935/live/bs01.stream/playlist.m3u8,203,FALSE,1
1205,BS-NTV,http://cdn-usa1-streaming.ani-box.com:1935/live/bs02.stream/playlist.m3u8,203,FALSE,1
1206,BS-Asahi,http://cdn-usa1-streaming.ani-box.com:1935/live/bs03.stream/playlist.m3u8,203,FALSE,1
1207,BS-TBS,http://cdn-usa1-streaming.ani-box.com:1935/live/bs04.stream/playlist.m3u8,203,FALSE,1
1208,BS-Fuji,http://cdn-usa1-streaming.ani-box.com:1935/live/bs05.stream/playlist.m3u8,203,FALSE,1
1209,bs06,http://cdn-usa1-streaming.ani-box.com:1935/live/bs06.stream/playlist.m3u8,203,FALSE,1
1210,WOWOW Prime,http://cdn-usa1-streaming.ani-box.com:1935/live/bs07.stream/playlist.m3u8,203,FALSE,1
1211,WOWOW Live,http://cdn-usa1-streaming.ani-box.com:1935/live/bs08.stream/playlist.m3u8,203,FALSE,1
1212,WOWOW Cinema,http://cdn-usa1-streaming.ani-box.com:1935/live/bs09.stream/playlist.m3u8,203,FALSE,1
1213,Star Channel 1,http://cdn-usa1-streaming.ani-box.com:1935/live/bs10.stream/playlist.m3u8,203,FALSE,1
1214,Star Channel 2,http://cdn-usa1-streaming.ani-box.com:1935/live/bs11.stream/playlist.m3u8,203,FALSE,1
1215,Star Channel 3,http://cdn-usa1-streaming.ani-box.com:1935/live/bs12.stream/playlist.m3u8,203,FALSE,1
1216,bs13,http://cdn-usa1-streaming.ani-box.com:1935/live/bs13.stream/playlist.m3u8,203,FALSE,1
1217,NHK-BS Premium,http://cdn-usa1-streaming.ani-box.com:1935/live/bs14.stream/playlist.m3u8,203,FALSE,1
1218,Golf Network,http://cdn-usa1-streaming.ani-box.com:1935/live/cs03.stream/playlist.m3u8,203,FALSE,1
1219,J-Sports 1,http://cdn-usa1-streaming.ani-box.com:1935/live/cs05.stream/playlist.m3u8,203,FALSE,1
1220,J-Sports 2,http://cdn-usa1-streaming.ani-box.com:1935/live/cs06.stream/playlist.m3u8,203,FALSE,1
1221,J-Sports 3,http://cdn-usa1-streaming.ani-box.com:1935/live/cs07.stream/playlist.m3u8,203,FALSE,1
1222,cs08,http://cdn-usa1-streaming.ani-box.com:1935/live/cs08.stream/playlist.m3u8,203,FALSE,1
1223,J-Sports 4,http://cdn-usa1-streaming.ani-box.com:1935/live/cs09.stream/playlist.m3u8,203,FALSE,1
1224,Movie Plus,http://cdn-usa1-streaming.ani-box.com:1935/live/cs10.stream/playlist.m3u8,203,FALSE,1
1225,cs11,http://cdn-usa1-streaming.ani-box.com:1935/live/cs11.stream/playlist.m3u8,203,FALSE,1
1226,Kids Station,http://cdn-usa1-streaming.ani-box.com:1935/live/cs12.stream/playlist.m3u8,203,FALSE,1
1227,Discovery Channel,http://cdn-usa1-streaming.ani-box.com:1935/live/cs13.stream/playlist.m3u8,203,FALSE,1
1228,History,http://cdn-usa1-streaming.ani-box.com:1935/live/cs14.stream/playlist.m3u8,203,FALSE,1
1229,J Music,http://cdn-usa1-streaming.ani-box.com:1935/live/cs17.stream/playlist.m3u8,203,FALSE,1
1230,NN cs18,http://cdn-usa1-streaming.ani-box.com:1935/live/cs18.stream/playlist.m3u8,203,FALSE,1
1231,NN cs19,http://cdn-usa1-streaming.ani-box.com:1935/live/cs19.stream/playlist.m3u8,203,FALSE,1
1232,Disney Channel,http://cdn-usa1-streaming.ani-box.com:1935/live/cs20.stream/playlist.m3u8,203,FALSE,1
